source,name,diameter_m,velocity_km_s,distance_km,risk_factor,mitigation_strategy
CAD,2025 PE,0.05787099682168233,15.4684671182129,790394.0119402983,92.1,Post-impact environmental monitoring plans.
CAD,2025 OD1,0.0345510271723254,12.3447848412835,3736704.9338591294,62.6,Reinforcement of buildings against shockwaves.
CAD,2025 PC,0.004618074801060447,9.47951367196416,112243.76899915848,98.9,Research into long-term planetary defense strategies.
CAD,2025 OR,0.036682672045510276,7.97193244435103,4900865.110812985,51.0,Fire suppression readiness in case of fireball impacts.
CAD,2025 OC5,0.009299529214573833,3.41099763434286,4806455.295758568,51.9,Fire suppression readiness in case of fireball impacts.
CAD,2025 OY8,0.01067728814592902,10.6875540851015,688168.5996879111,93.1,Post-impact environmental monitoring plans.
CAD,2025 OB22,0.007951717876880735,7.69101275624638,930043.6810175279,90.7,Post-impact environmental monitoring plans.
CAD,2025 PM3,0.017316533727478493,7.83149092245622,2587347.5710190074,74.1,Rapid response teams for search & rescue.
CAD,2025 OY10,0.00934245389111613,7.84455813526131,920233.2600332705,90.8,Post-impact environmental monitoring plans.
CAD,2025 PU,0.002873829265632423,10.4980602925216,52987.20740919648,99.5,Research into long-term planetary defense strategies.
CAD,2025 PJ2,0.018384886924545776,13.6110593638666,1582263.8668963774,84.2,Temporary exclusion zones around predicted impact sites.
CAD,2025 OU12,0.006736913374805219,4.36635177682367,2241169.847019052,77.6,Meteor insurance programs for property damage.
CAD,2025 OC6,0.008174495575537026,4.11645005083116,2406888.604785482,75.9,Meteor insurance programs for property damage.
CAD,2025 PK3,0.031078565380885274,9.04692354490529,7872829.001025588,21.3,Use nuclear devices only as last-resort deflection.
CAD,2025 QM1,0.04329731478616063,11.4457477007375,2323479.068340995,76.8,Meteor insurance programs for property damage.
CAD,2025 OW3,0.022410985938431095,13.9117749497368,2951690.6610173625,70.5,Rapid response teams for search & rescue.
CAD,2025 OA3,0.03736465383637027,13.6412379066283,2294431.0949438424,77.1,Meteor insurance programs for property damage.
CAD,2025 PA,0.03788444794880553,9.93251470094783,3294898.2680122512,67.1,Debris shielding for satellites in orbit.
CAD,2025 OT7,0.054257647922937774,21.6334777955721,4369344.508544602,56.3,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 PN1,0.052536479016599774,12.0638583970973,9663353.205474164,3.4,Early detection and orbit monitoring to plan deflection.
CAD,2025 OW9,0.013566285832067536,6.85657482932026,5664119.644395202,43.4,Satellite observation to track fragmenting meteors.
CAD,2025 QV2,0.0316563590500465,11.8612682402158,8258876.129451805,17.4,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 OQ5,0.04618074801060447,16.6871452642269,1618466.9439562028,83.8,Temporary exclusion zones around predicted impact sites.
CAD,2025 PS2,0.03930619126446416,9.42602395341747,3241093.0861539366,67.6,Debris shielding for satellites in orbit.
CAD,2025 QF,0.028606252195538757,12.1593779314433,6976930.555388679,30.2,Secure critical infrastructure in potential impact zones.
CAD,2025 OT4,0.039487620399983395,5.98963783744722,1486233.9669910665,85.1,Analysis of meteor composition for chemical hazards.
CAD,2025 OJ1,0.0973780252401363,14.1686931008101,5146292.240567179,48.5,Emergency medical preparation for blast injuries.
CAD,2025 QB1,0.018300416042088128,5.93052686329725,2387603.723923767,76.1,Meteor insurance programs for property damage.
CAD,2019 CO1,0.06463398946256266,10.5479180370504,6828732.4998507,31.7,Secure critical infrastructure in potential impact zones.
CAD,2025 OP9,0.02682013521907721,4.1916388295021,8463236.641546069,15.4,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 PQ1,0.015362467003990648,8.67103889330631,325697.6656985962,96.7,Research into long-term planetary defense strategies.
CAD,2025 OX7,0.015082070380880231,3.9692662419743,7657459.152071979,23.4,Use nuclear devices only as last-resort deflection.
CAD,2025 OY12,0.03299597478899597,12.2585135759258,1583236.6328524435,84.2,Temporary exclusion zones around predicted impact sites.
CAD,2025 QL2,0.0148067915729118,8.90275066416945,1418259.4478193943,85.8,Analysis of meteor composition for chemical hazards.
CAD,2025 QD,0.010243796990081894,3.67631479064963,1988111.5366426813,80.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 PG2,0.023359361253514975,6.94141213867913,3435130.8778569996,65.6,Debris shielding for satellites in orbit.
CAD,2022 QB1,0.005894689898067278,3.85054625406752,3415057.2211543005,65.8,Debris shielding for satellites in orbit.
CAD,2025 QO3,0.014536537169431768,5.80840466112548,1680858.5023797643,83.2,Temporary exclusion zones around predicted impact sites.
CAD,2025 PH2,0.011077989855278182,2.01964073687691,1534738.0380391886,84.7,Temporary exclusion zones around predicted impact sites.
CAD,2025 QW5,0.020819052631400294,6.53510358740722,5768259.37868088,42.3,Satellite observation to track fragmenting meteors.
CAD,2025 OR12,0.057605103743835616,13.596007064325,8242513.089699832,17.6,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 OR4,0.018987201664958243,4.57458258498569,1334144.3154482374,86.7,Analysis of meteor composition for chemical hazards.
CAD,2016 QF84,0.07628883152715916,7.58552347813614,9532265.756630944,4.7,Early detection and orbit monitoring to plan deflection.
CAD,2025 QU12,0.03617936691662424,12.0599533813518,5332296.216170083,46.7,Emergency medical preparation for blast injuries.
CAD,2025 QQ4,0.08840177050120533,12.0102255889998,9201786.843747597,8.0,Evacuation of high-risk areas if impact is imminent.
CAD,2025 OJ10,0.027193240465619706,6.43774735382276,3523271.3913721195,64.8,Reinforcement of buildings against shockwaves.
CAD,2025 OL10,0.01067728814592902,7.18527987400674,3997675.3202019436,60.0,Reinforcement of buildings against shockwaves.
CAD,2025 PU1,0.0018726687491691066,9.95862331592959,29273.13193429716,99.7,Research into long-term planetary defense strategies.
CAD,2025 QG,0.01763847212575825,6.89785718619657,4574272.709160159,54.3,Fire suppression readiness in case of fireball impacts.
CAD,2025 QB,0.0199738122421289,12.2212077070249,868532.9151741717,91.3,Post-impact environmental monitoring plans.
CAD,2025 QY19,0.04134861461541965,4.48043335382834,9016000.196156332,9.8,Evacuation of high-risk areas if impact is imminent.
CAD,2025 QG1,0.013318673210053462,13.5882528525822,2306562.288276091,76.9,Meteor insurance programs for property damage.
CAD,2025 ME89,0.05110471411041415,7.27538363037371,9272680.63709829,7.3,Evacuation of high-risk areas if impact is imminent.
CAD,2025 QS4,0.0316563590500465,8.63838837523936,2329494.6218859614,76.7,Meteor insurance programs for property damage.
CAD,2025 QJ3,0.0269439313384866,10.2455420209646,3720011.6411362374,62.8,Reinforcement of buildings against shockwaves.
CAD,2025 QX,0.038588772421837766,7.87731354764788,4222312.203682359,57.8,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 QH1,0.01128394506353723,9.19009135578334,2388817.498548182,76.1,Meteor insurance programs for property damage.
CAD,2025 PX1,0.016385547718984265,5.76334931364014,3364652.111830666,66.4,Debris shielding for satellites in orbit.
CAD,2025 PF2,0.003345499452204346,13.058265463064,22361.33838703706,99.8,Research into long-term planetary defense strategies.
CAD,2021 PJ1,0.024800530061856868,9.2685293175962,1657200.5619566566,83.4,Temporary exclusion zones around predicted impact sites.
CAD,2025 PT1,0.01739646321551328,12.5293264087919,1822235.4417367303,81.8,Temporary exclusion zones around predicted impact sites.
CAD,2025 QJ1,0.02561303029031111,13.5797995358645,3547175.7877790397,64.5,Reinforcement of buildings against shockwaves.
CAD,2025 PW1,0.010196731018176768,8.50665340756196,276959.053984114,97.2,Research into long-term planetary defense strategies.
CAD,2025 QV7,0.02900420480431158,7.05217356731926,9537429.938745903,4.6,Early detection and orbit monitoring to plan deflection.
CAD,2025 QA,0.017801678898904646,7.43184581417156,2269318.5361565268,77.3,Meteor insurance programs for property damage.
CAD,2025 PS1,0.07531144198578946,10.6059845237804,9732212.102279954,2.7,Early detection and orbit monitoring to plan deflection.
CAD,2025 QQ,0.01881312595376179,11.1327746750352,1028001.0399343205,89.7,Analysis of meteor composition for chemical hazards.
CAD,2025 QO,0.007842616217494429,7.0679307176806,1197258.8533524405,88.0,Analysis of meteor composition for chemical hazards.
CAD,2025 QP1,0.02180022435371347,15.4948789797804,944851.240042074,90.6,Post-impact environmental monitoring plans.
CAD,2025 QU,0.012146774333407925,9.81003220745623,1725160.6334318172,82.7,Temporary exclusion zones around predicted impact sites.
CAD,2025 CO3,0.0892197420126301,8.42797585402745,7595579.56425061,24.0,Use nuclear devices only as last-resort deflection.
CAD,2025 QC2,0.037022092630935796,7.95139367301174,9675557.702563629,3.2,Early detection and orbit monitoring to plan deflection.
CAD,2025 PR1,0.013566285832067536,7.91840018029719,980322.6283715114,90.2,Post-impact environmental monitoring plans.
CAD,2025 QF7,0.02967979952292787,8.83464891356066,3242898.0053695166,67.6,Debris shielding for satellites in orbit.
CAD,2025 QA6,0.018132636819328966,6.5619823741523,5238322.389769893,47.6,Emergency medical preparation for blast injuries.
CAD,2025 QR,0.026209634407150035,12.1873491576555,2688417.9669727106,73.1,Rapid response teams for search & rescue.
CAD,2025 PH3,0.03093577234364678,7.18473271390127,5404399.354902897,46.0,Emergency medical preparation for blast injuries.
CAD,2025 PM,0.052536479016599774,13.5015057649632,1052124.2428849747,89.5,Analysis of meteor composition for chemical hazards.
CAD,2025 QG4,0.006957624127456602,6.04400289056867,793016.896795963,92.1,Post-impact environmental monitoring plans.
CAD,2025 PL2,0.021303990663636106,25.220316346332,1739922.9199791444,82.6,Temporary exclusion zones around predicted impact sites.
CAD,2025 QF3,0.00702200223087234,7.66695149820282,1993653.3243617455,80.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 PB2,0.031366131805781364,17.3082789106914,2154734.16456538,78.5,Meteor insurance programs for property damage.
CAD,2025 QC,0.019074842605817276,7.59991348187167,5578948.628672441,44.2,Satellite observation to track fragmenting meteors.
CAD,2025 PY1,0.010196731018176768,6.79783298745957,295328.3946149068,97.0,Research into long-term planetary defense strategies.
CAD,2025 QA1,0.03239373037703606,12.2969335594049,6263522.019439614,37.4,Simulation drills for cities under high risk.
CAD,2025 QL3,0.010776083876751224,4.19981566223547,1952117.3890808271,80.5,Temporary exclusion zones around predicted impact sites.
CAD,2016 BP14,0.22933004860899048,17.3521127050476,9641144.182528792,3.6,Early detection and orbit monitoring to plan deflection.
CAD,2025 QY16,0.03093577234364678,10.0469501615758,1637498.112177768,83.6,Temporary exclusion zones around predicted impact sites.
CAD,2020 PX5,0.004349716611083128,12.0289343675032,9473742.82092907,5.3,Evacuation of high-risk areas if impact is imminent.
CAD,2025 NH3,0.355190190501612,22.5773607312822,8578531.28656698,14.2,International coordination for disaster management.
CAD,2025 PM1,0.025731254666525354,4.86778699114912,3724204.2707798597,62.8,Reinforcement of buildings against shockwaves.
CAD,2025 QP3,0.044715795684249014,6.05295432618728,1060483.9939255768,89.4,Analysis of meteor composition for chemical hazards.
CAD,2025 OV4,0.06087808225655475,10.7719240792985,2891560.335175518,71.1,Rapid response teams for search & rescue.
CAD,1997 QK1,0.31078565380885276,9.83222825227825,3011714.664693051,69.9,Debris shielding for satellites in orbit.
CAD,2025 QC6,0.019162888078879114,18.470712936407,2537097.197418654,74.6,Rapid response teams for search & rescue.
CAD,2025 PW2,0.012836923796012562,11.4270066127476,1491627.0820001047,85.1,Analysis of meteor composition for chemical hazards.
CAD,2025 QW11,0.026574246741405256,7.61167074936723,5261947.368597472,47.4,Emergency medical preparation for blast injuries.
CAD,2025 QT11,0.06258366075842231,18.5085005390551,9260826.674206711,7.4,Evacuation of high-risk areas if impact is imminent.
CAD,2025 RB3,0.03199344178860241,4.28262703501719,5476168.066895089,45.2,Emergency medical preparation for blast injuries.
CAD,2025 QC4,0.012836923796012562,6.92320441752804,3557005.961058867,64.4,Reinforcement of buildings against shockwaves.
CAD,2015 UW67,0.10482405674297479,8.1899447999823,9872362.964059697,1.3,Early detection and orbit monitoring to plan deflection.
CAD,2025 QE,0.028343988498998697,4.85533952994057,9298248.811893774,7.0,Evacuation of high-risk areas if impact is imminent.
CAD,2025 OB3,0.049711968772820914,6.99046702469763,3358236.234870976,66.4,Debris shielding for satellites in orbit.
CAD,2025 QM3,0.0062583660758422305,9.24925646901164,204097.1858796294,98.0,Research into long-term planetary defense strategies.
CAD,2025 MR1,0.23684322338475075,8.25200143354148,8272876.799087798,17.3,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 QU4,0.02645214916843097,18.3775498682688,4199269.582593589,58.0,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 QU5,0.007054414320504466,8.97037226809949,415584.3295297031,95.8,Research into long-term planetary defense strategies.
CAD,2025 PN2,0.0316563590500465,16.570161375771,3804512.791440598,62.0,Reinforcement of buildings against shockwaves.
CAD,2022 QD3,0.03239373037703606,6.94627835066822,5907178.882193128,40.9,Satellite observation to track fragmenting meteors.
CAD,2025 QY11,0.039487620399983395,16.6495045333375,9027445.538378641,9.7,Evacuation of high-risk areas if impact is imminent.
CAD,2025 QB4,0.007878816089188336,13.7041409835945,768822.0353493498,92.3,Post-impact environmental monitoring plans.
CAD,2025 QV4,0.03224489470552636,16.7330384011432,1592496.996026122,84.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 QY,0.01473876054527132,7.75716784745542,2875063.5294391187,71.2,Rapid response teams for search & rescue.
CAD,2023 PX,0.023359361253514975,8.34711414361318,928694.4407760515,90.7,Post-impact environmental monitoring plans.
CAD,2025 QE4,0.009827905301405588,6.37790803344178,512659.0578321538,94.9,Post-impact environmental monitoring plans.
CAD,2025 QE2,0.035847672486987885,7.2389787749539,6552028.639822422,34.5,Secure critical infrastructure in potential impact zones.
CAD,2025 OE20,0.0863895005321713,9.73499791740272,9026973.29722143,9.7,Evacuation of high-risk areas if impact is imminent.
CAD,2025 QA5,0.010056826623727207,8.04405775009259,979909.4053021496,90.2,Post-impact environmental monitoring plans.
CAD,2025 PR,0.02272275380855992,3.37245377560009,6727023.216385011,32.7,Secure critical infrastructure in potential impact zones.
CAD,2025 QF4,0.012315752796616342,10.7008513251559,1614052.3027796831,83.9,Temporary exclusion zones around predicted impact sites.
CAD,2025 QT39,0.02610122936871439,6.32804220669544,9118405.04975082,8.8,Evacuation of high-risk areas if impact is imminent.
CAD,2025 QC5,0.03345499452204346,12.8174450180029,8595273.00616776,14.0,International coordination for disaster management.
CAD,2019 QQ6,0.029954423326692323,17.0601978331353,4136744.9711256837,58.6,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 RY,0.015648076589530404,8.17166577234223,1289300.7340995432,87.1,Analysis of meteor composition for chemical hazards.
CAD,2025 QG13,0.0269439313384866,9.02405302142782,3711359.4053374953,62.9,Reinforcement of buildings against shockwaves.
CAD,2025 QV21,0.009827905301405588,10.5534718378268,1172535.9166714184,88.3,Analysis of meteor composition for chemical hazards.
CAD,2025 QK15,0.03876689010243775,23.56948975368,8710290.53088019,12.9,International coordination for disaster management.
CAD,2025 RE1,0.01723697148208253,5.3050028672707,3359531.9963454353,66.4,Debris shielding for satellites in orbit.
CAD,2025 QS12,0.02314520134227302,9.22139055136801,4031112.6464149277,59.7,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 QE16,0.03051131763469622,3.95012873329861,1946127.9766938866,80.5,Temporary exclusion zones around predicted impact sites.
CAD,2025 QV3,0.01082582401994872,6.2041581808968,3786175.288761883,62.1,Reinforcement of buildings against shockwaves.
CAD,2025 QM14,0.029272577407110728,10.8438548608825,2666556.0480392934,73.3,Rapid response teams for search & rescue.
CAD,2025 QZ8,0.029543433231029686,8.60465020526477,6120957.985068274,38.8,Simulation drills for cities under high risk.
CAD,2025 QB3,0.02180022435371347,7.03586927470786,7311112.865490118,26.9,Public alert system for meteor airburst warnings.
CAD,2025 QY9,0.07489640342718665,17.1718037297345,3101994.8691280265,69.0,Debris shielding for satellites in orbit.
CAD,2025 QK7,0.04925620670362262,14.9900514942971,8850165.722632391,11.5,International coordination for disaster management.
CAD,2025 QK3,0.03685199156652348,12.718752632858,4492508.657441866,55.1,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 QB5,0.026089212075680133,4.76337261983969,4480231.015466209,55.2,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 QS16,0.03269346587381357,8.80454933882448,7711897.65318325,22.9,Use nuclear devices only as last-resort deflection.
CAD,2025 QC1,0.021206107717789743,9.42806325097271,1618119.9403552364,83.8,Temporary exclusion zones around predicted impact sites.
CAD,2025 QW9,0.008288214136691105,6.2798007984944,1974074.390487055,80.3,Temporary exclusion zones around predicted impact sites.
CAD,2014 PS59,0.26943931338486654,14.9254226729534,9462537.247859469,5.4,Evacuation of high-risk areas if impact is imminent.
CAD,2025 QM9,0.01969976126426126,10.9972548513323,1336661.746116558,86.6,Analysis of meteor composition for chemical hazards.
CAD,2025 PM2,0.05949232792151484,18.5044398500154,3725084.464025049,62.7,Reinforcement of buildings against shockwaves.
CAD,2025 QK17,0.0033609415760521987,12.3028753993539,100065.70181554047,99.0,Research into long-term planetary defense strategies.
CAD,2025 QX4,0.023903470674876432,6.88829891456588,1405630.016071484,85.9,Analysis of meteor composition for chemical hazards.
CAD,2025 QV13,0.015648076589530404,18.3208017766009,2147188.988150149,78.5,Meteor insurance programs for property damage.
CAD,2025 RY1,0.14271215464723214,5.3773852020907,4461101.9903020775,55.4,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 SW1,0.022587125405469234,6.73869199984007,7157303.090689562,28.4,Public alert system for meteor airburst warnings.
CAD,2025 QB13,0.028084129250481087,20.3284245128704,2113854.313893142,78.9,Meteor insurance programs for property damage.
CAD,2025 QP,0.052295095821698154,8.00691201798248,8164341.362553135,18.4,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 PX,0.052536479016599774,7.00534387321867,6310728.977503394,36.9,Simulation drills for cities under high risk.
CAD,2025 QM23,0.015720304829327965,6.78905567011823,1394663.2801063608,86.1,Analysis of meteor composition for chemical hazards.
CAD,2025 QY7,0.0056035204742200095,7.19348448143855,675632.3839588382,93.2,Post-impact environmental monitoring plans.
CAD,2025 QY4,0.0537602108167914,13.5179830043661,4520000.998561347,54.8,Fire suppression readiness in case of fireball impacts.
CAD,2025 QC18,0.023467183166098502,8.80907300669086,9735689.843662614,2.6,Early detection and orbit monitoring to plan deflection.
CAD,2017 RK15,0.02596934303456489,13.2030465262516,6039668.384461394,39.6,Simulation drills for cities under high risk.
CAD,2020 TS1,0.005134060275298525,3.27183966531932,6804676.7005576035,32.0,Secure critical infrastructure in potential impact zones.
CAD,2025 RT,0.018384886924545776,9.64501956333613,1549630.2603274991,84.5,Temporary exclusion zones around predicted impact sites.
CAD,1998 SH2,0.23575502762017886,17.3001945957568,3108489.018341609,68.9,Debris shielding for satellites in orbit.
CAD,2025 QK6,0.015433376929839857,21.4977991809169,1067900.4399346753,89.3,Analysis of meteor composition for chemical hazards.
CAD,2025 RC,0.013628904962325116,12.4291135586589,1322061.0549153266,86.8,Analysis of meteor composition for chemical hazards.
CAD,2025 RZ5,0.04337714489110579,5.02889718925131,8794295.758351836,12.1,International coordination for disaster management.
CAD,2025 QO14,0.014271215464723186,10.8120635234003,1800497.011590234,82.0,Temporary exclusion zones around predicted impact sites.
CAD,2025 RG,0.007988421338953396,14.2705430631599,1056688.6622731052,89.4,Analysis of meteor composition for chemical hazards.
CAD,2025 RF1,0.022827637274687826,7.7858584139274,2979081.2758865375,70.2,Rapid response teams for search & rescue.
CAD,2025 QO7,0.01433708840232616,8.17477418796452,272817.2608446322,97.3,Research into long-term planetary defense strategies.
CAD,2025 QM10,0.011336029387463444,5.30804229789536,5576585.008478702,44.2,Satellite observation to track fragmenting meteors.
CAD,2025 QR12,0.06287253381133737,6.58827933755564,5214222.430670335,47.9,Emergency medical preparation for blast injuries.
CAD,2025 QT12,0.011232100045341984,12.9108556259409,519047.92418112996,94.8,Post-impact environmental monitoring plans.
CAD,2025 QQ7,0.10010619702623133,21.6891159402397,8969355.889920063,10.3,International coordination for disaster management.
CAD,2025 PJ3,0.03254325304279132,11.6870328531437,3016506.9605966653,69.8,Debris shielding for satellites in orbit.
CAD,2025 QW19,0.007593831618555208,4.73939944706935,1142893.6008005335,88.6,Analysis of meteor composition for chemical hazards.
CAD,2025 RK,0.0389458299368961,12.157552463277,3958514.5325812916,60.4,Reinforcement of buildings against shockwaves.
CAD,2025 RC3,0.03882048555429049,12.0589809412022,5231190.072418284,47.7,Emergency medical preparation for blast injuries.
CAD,2025 QH16,0.014271215464723186,8.30851804704551,2214370.246805179,77.9,Meteor insurance programs for property damage.
CAD,2025 TR1,0.03788444794880553,9.39789936069415,5569762.1273224875,44.3,Satellite observation to track fragmenting meteors.
CAD,2025 RV3,0.01662114595218748,5.05302471738062,2410908.423800763,75.9,Meteor insurance programs for property damage.
CAD,2025 SC1,0.020354524583397485,8.11331049813901,9426744.63410155,5.7,Evacuation of high-risk areas if impact is imminent.
CAD,2025 RB,0.01723697148208253,14.7557350247143,6488889.15913248,35.1,Simulation drills for cities under high risk.
CAD,2025 RO1,0.0026089212075680133,11.7262375026013,298399.62482884456,97.0,Research into long-term planetary defense strategies.
CAD,2025 RN1,0.002821375970125263,13.2020531083944,127177.9255464322,98.7,Research into long-term planetary defense strategies.
CAD,2025 RF,0.018555000188791342,22.9562292617474,1508152.4854739178,84.9,Temporary exclusion zones around predicted impact sites.
CAD,2025 QG16,0.019519152767391166,11.8623566175416,2484659.5639045667,75.2,Meteor insurance programs for property damage.
CAD,2025 RY6,0.0247093296330992,11.4495067410115,3667498.6975103226,63.3,Reinforcement of buildings against shockwaves.
CAD,2025 QV5,0.01154678190879865,6.20561583966879,804973.6827150905,92.0,Post-impact environmental monitoring plans.
CAD,2025 QD8,0.021700061421165047,12.7904133242625,218327.53750098863,97.8,Research into long-term planetary defense strategies.
CAD,2025 RA,0.028084129250481087,5.87436709301504,7160014.179389317,28.4,Public alert system for meteor airburst warnings.
CAD,2025 QM6,0.05629385149549699,10.0374382765536,4191007.3200988853,58.1,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 PF3,0.022205520784340124,6.93866903785301,6259982.343178103,37.4,Simulation drills for cities under high risk.
CAD,2025 RM1,0.04134861461541965,12.5555804222898,103293.26823690343,99.0,Research into long-term planetary defense strategies.
CAD,2025 RU1,0.009918841789531927,7.2789881991654,672188.3023368027,93.3,Post-impact environmental monitoring plans.
CAD,2025 RE,0.013628904962325116,10.2281726740117,2359526.98942186,76.4,Meteor insurance programs for property damage.
CAD,2025 SR1,0.07417558208868127,15.7961265027341,9631276.641140325,3.7,Early detection and orbit monitoring to plan deflection.
CAD,2025 QV11,0.029543433231029686,11.3883812342935,6186175.468432416,38.1,Simulation drills for cities under high risk.
CAD,2025 RA1,0.02561303029031111,12.3315873356757,3372856.296433796,66.3,Debris shielding for satellites in orbit.
CAD,2025 RE4,0.015909662363560152,9.40994556824736,8840174.628807237,11.6,International coordination for disaster management.
CAD,2025 OX12,0.09171934890362309,9.63217095006347,8793411.759241402,12.1,International coordination for disaster management.
CAD,2025 RR1,0.07420974907323276,15.3820590032592,2538076.077801304,74.6,Rapid response teams for search & rescue.
CAD,2025 OG1,0.03471050746765597,4.17677066865438,5550437.145994132,44.5,Satellite observation to track fragmenting meteors.
CAD,2025 QB21,0.018469747706881482,5.76320319817332,626957.2612824412,93.7,Post-impact environmental monitoring plans.
CAD,2025 MR92,0.10579398179811354,9.91344500231745,9971972.661582382,0.3,Early detection and orbit monitoring to plan deflection.
CAD,2025 QL15,0.02491500410741547,8.88209472305445,7808773.784864759,21.9,Use nuclear devices only as last-resort deflection.
CAD,2025 RF6,0.016415758830237916,8.74686510352855,5060169.176761538,49.4,Emergency medical preparation for blast injuries.
CAD,2025 RF4,0.01716567805894651,10.1121259242205,2344252.946822793,76.6,Meteor insurance programs for property damage.
CAD,2025 SF7,0.032185552087778145,11.0183641636713,6301247.425060093,37.0,Simulation drills for cities under high risk.
CAD,2025 RT1,0.06345428620404624,14.9523890027818,7070576.695445415,29.3,Public alert system for meteor airburst warnings.
CAD,2025 SD,0.01097137256646279,7.02581133016389,5366711.3426613705,46.3,Emergency medical preparation for blast injuries.
CAD,2025 RO4,0.021481319921274587,7.93758678663281,5588171.599691416,44.1,Satellite observation to track fragmenting meteors.
CAD,2025 QB12,0.023467183166098502,8.14909338845526,8559232.95453161,14.4,International coordination for disaster management.
CAD,2019 JG1,0.016922361296428653,7.90226698437463,7214513.3573464835,27.9,Public alert system for meteor airburst warnings.
CAD,2025 SO,0.0537602108167914,21.9601236895845,6009326.082413669,39.9,Simulation drills for cities under high risk.
CAD,2025 RW1,0.04309838169491868,19.1925666021952,4795493.065232559,52.0,Fire suppression readiness in case of fireball impacts.
CAD,2025 RA3,0.027647824440517596,9.87900969160365,2015201.6350710865,79.8,Meteor insurance programs for property damage.
CAD,2025 RH3,0.019564149061598913,13.1315023425969,2689227.2815845553,73.1,Rapid response teams for search & rescue.
CAD,2025 SH6,0.006183878714554277,2.10389397513167,1300809.8102017066,87.0,Analysis of meteor composition for chemical hazards.
CAD,2025 QV9,0.03471050746765597,4.61220014705647,2009102.9386495987,79.9,Meteor insurance programs for property damage.
CAD,2025 SA,0.030120415819153937,15.0442556219343,2818520.117371399,71.8,Rapid response teams for search & rescue.
CAD,2025 SM,0.05321829580004288,9.89294915099059,3274984.469723311,67.3,Debris shielding for satellites in orbit.
CAD,2025 RZ1,0.025145539802021485,6.4656718407453,5341183.333709414,46.6,Emergency medical preparation for blast injuries.
CAD,2025 SB1,0.021650152664849723,7.27354782601038,5123840.470526883,48.8,Emergency medical preparation for blast injuries.
CAD,2025 RK2,0.018555000188791342,8.10953935067995,1382552.026855257,86.2,Analysis of meteor composition for chemical hazards.
CAD,2025 QL7,0.05326733424144658,10.2882984795367,5827685.771564155,41.7,Satellite observation to track fragmenting meteors.
CAD,2025 QJ17,0.026574246741405256,5.79855642843636,6496635.090109205,35.0,Simulation drills for cities under high risk.
CAD,2025 RR,0.04492219441925915,22.3896341748421,4343865.88024048,56.6,Marine alerts for potential tsunami from ocean impacts.
CAD,2009 FF,0.14603634776379984,12.9265820123809,2613242.974509905,73.9,Rapid response teams for search & rescue.
CAD,2025 RU,0.03009268666267865,18.6372848087042,3198222.4449392175,68.0,Debris shielding for satellites in orbit.
CAD,2025 QO1,0.08174495575537027,13.5867546258731,3320427.2346508503,66.8,Debris shielding for satellites in orbit.
CAD,2025 QX11,0.04231174757647657,7.14218611015698,9091854.35546024,9.1,Evacuation of high-risk areas if impact is imminent.
CAD,2025 QL11,0.016086477768368596,5.41132698739376,2338575.1900290544,76.6,Meteor insurance programs for property damage.
CAD,2025 QX9,0.01646117997085172,3.04671891990331,6780859.931948734,32.2,Secure critical infrastructure in potential impact zones.
CAD,2025 QL17,0.030652151478015456,10.7006224128331,8977396.214974975,10.2,International coordination for disaster management.
CAD,2025 SN1,0.014423177994076773,10.0012968354688,1875736.8811507078,81.2,Temporary exclusion zones around predicted impact sites.
CAD,2025 RQ2,0.016844610108844867,12.7965996302074,573547.8504102655,94.3,Post-impact environmental monitoring plans.
CAD,2025 RW14,0.001689899833259271,9.04127377348856,96895.03120524426,99.0,Research into long-term planetary defense strategies.
CAD,2025 RQ7,0.013093657093437124,9.6160188558284,462680.14771432366,95.4,Research into long-term planetary defense strategies.
CAD,2015 SA,0.03093577234364678,9.05321311207392,3935342.5154526355,60.6,Reinforcement of buildings against shockwaves.
CAD,2025 RV2,0.018700833480246,8.25689300255732,5847731.708653165,41.5,Satellite observation to track fragmenting meteors.
CAD,2025 SL7,0.01718149551580028,3.5435616462669,7407925.6303433925,25.9,Public alert system for meteor airburst warnings.
CAD,2025 RM2,0.008559747683060599,12.4365876464191,340164.19805088063,96.6,Research into long-term planetary defense strategies.
CAD,2022 SS2,0.013135934162901703,7.21776755355224,910572.3843141318,90.9,Post-impact environmental monitoring plans.
